STD_YM|BLOCK_CD|X_COORD|Y_COORD|MAN_FLOW_POP_CNT_10G|MAN_FLOW_POP_CNT_20G|MAN_FLOW_POP_CNT_30G|MAN_FLOW_POP_CNT_40G|MAN_FLOW_POP_CNT_50G|MAN_FLOW_POP_CNT_60GU|WMAN_FLOW_POP_CNT_10G|WMAN_FLOW_POP_CNT_20G|WMAN_FLOW_POP_CNT_30G|WMAN_FLOW_POP_CNT_40G|WMAN_FLOW_POP_CNT_50G|WMAN_FLOW_POP_CNT_60GU
202512|11230510101020000001|956583.991787|1947479.147389|0|0.08|0.13|0.15|0.13|0.1|0|0.08|0.1|0.08|0.05|0.03
202512|11230510101020000001|956633.991787|1947479.147389|0|0.05|0.08|0.1|0.1|0.1|0.03|0.1|0.08|0.05|0.05|0.05
202512|11230510101020000001|956683.991787|1947429.147389|0|0.05|0.1|0.1|0.1|0.1|0|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956683.991787|1947479.147389|0|0.05|0.05|0.1|0.1|0.08|0|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956683.991787|1947579.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.05|0.05|0.05|0.05|0.03
202512|11230510101020000001|956733.991787|1947379.147389|0.2|0.33|0.51|0.58|0.61|0.53|0.2|0.36|0.41|0.46|0.41|0.41
202512|11230510101020000001|956733.991787|1947429.147389|0|0.05|0.05|0.05|0.05|0.05|0|0.08|0.05|0.05|0.05|0.08
202512|11230510101020000001|956733.991787|1947479.147389|0|0|0|0|0|0|0|0.03|0|0|0|0
202512|11230510101020000001|956733.991787|1947529.147389|0|0|0.05|0.05|0.05|0|0|0|0.03|0|0|0
202512|11230510101020000001|956733.991787|1947579.147389|0|0.05|0.1|0.1|0.1|0.1|0|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956733.991787|1947629.147389|0.03|0.08|0.15|0.15|0.18|0.18|0.03|0.08|0.1|0.1|0.1|0.08
202512|11030740510010000001|956733.991787|1947679.147389|0.08|0.1|0.15|0.2|0.18|0.13|0.08|0.13|0.13|0.1|0.08|0.08
202512|11230510101020000001|956783.991787|1947329.147389|0.08|0.15|0.33|0.43|0.51|0.48|0.08|0.15|0.25|0.25|0.23|0.18
202512|11230510101020000001|956783.991787|1947379.147389|0|0.08|0.1|0.1|0.1|0.1|0|0.1|0.1|0.1|0.08|0.05
202512|11230510101020000001|956783.991787|1947479.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.05|0.05|0.05|0.05|0
202512|11230510101020000001|956783.991787|1947529.147389|0|0.05|0.08|0.1|0.1|0.1|0|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956783.991787|1947579.147389|0|0.05|0.05|0.1|0.1|0.08|0.03|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956783.991787|1947679.147389|0.08|0.2|0.3|0.36|0.33|0.36|0.08|0.18|0.18|0.18|0.15|0.15
202512|11230510101020000001|956783.991787|1947729.147389|0|0.03|0|0|0|0|0|0.03|0.03|0|0|0
202512|11230510101020000001|956833.991787|1947279.147389|0.1|0.3|0.58|0.69|0.64|0.41|0.1|0.2|0.33|0.33|0.25|0.18
202512|11230510101020000001|956833.991787|1947329.147389|0.25|0.71|1.12|1.45|1.5|1.14|0.3|0.89|0.86|0.86|0.74|0.58
202512|11230510101020000001|956833.991787|1947379.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.03|0.05|0.05|0.03|0
202512|11230510101020000001|956833.991787|1947429.147389|0|0.08|0.1|0.1|0.1|0.08|0|0.08|0.1|0.05|0.05|0.08
202512|11230510101020000001|956833.991787|1947479.147389|0.08|0.13|0.2|0.25|0.23|0.18|0.08|0.13|0.15|0.15|0.13|0.13
202512|11230510101020000001|956833.991787|1947529.147389|0|0.05|0.08|0.1|0.1|0.1|0|0.05|0.05|0.05|0.05|0.05
202512|11230510101020000001|956833.991787|1947579.147389|0.03|0.13|0.2|0.25|0.25|0.2|0.03|0.15|0.15|0.15|0.13|0.1
202512|11230510101020000001|956833.991787|1947629.147389|0.03|0.13|0.15|0.2|0.25|0.23|0.03|0.1|0.1|0.1|0.1|0.1
202512|11230510101020000001|956833.991787|1947679.147389|0|0.08|0.15|0.18|0.18|0.18|0.03|0.08|0.1|0.1|0.08|0.08
202512|11230510101020000001|956833.991787|1947729.147389|0.36|0.89|1.4|1.83|2.01|1.83|0.46|0.99|1.02|1.07|0.94|1.02
202512|11230510101020000001|956833.991787|1947779.147389|1.24|2.97|4.6|5.61|5.79|5.44|1.35|3.05|3.48|3.43|3.07|3.61
202512|11230510101020000001|956883.991787|1947229.147389|0.43|0.79|1.27|1.68|1.75|1.68|0.53|0.94|0.97|0.99|0.84|0.86
202512|11230510101020000001|956883.991787|1947279.147389|0.25|0.58|1.02|1.32|1.4|1.19|0.25|0.53|0.66|0.71|0.69|0.61
202512|11230510101020000001|956883.991787|1947329.147389|0.13|0.2|0.33|0.41|0.41|0.43|0.13|0.18|0.2|0.25|0.2|0.25
202512|11230510101020000001|956883.991787|1947379.147389|0.15|0.28|0.48|0.69|0.71|0.69|0.15|0.25|0.36|0.38|0.33|0.38
202512|11230510101020000001|956883.991787|1947429.147389|0.08|0.15|0.3|0.38|0.38|0.38|0.08|0.18|0.2|0.2|0.18|0.18
202512|11230510101020000001|956883.991787|1947479.147389|0.08|0.13|0.23|0.28|0.28|0.25|0.1|0.18|0.15|0.15|0.15|0.15
202512|11230510101020000001|956883.991787|1947529.147389|0.08|0.2|0.3|0.36|0.38|0.33|0.13|0.23|0.23|0.2|0.18|0.18
202512|11230510101020000001|956883.991787|1947579.147389|0|0.08|0.1|0.15|0.15|0.13|0.03|0.08|0.1|0.1|0.08|0.08
202512|11230510101020000001|956883.991787|1947629.147389|0|0.08|0.1|0.13|0.15|0.1|0.03|0.1|0.1|0.1|0.08|0.05
202512|11230510101020000001|956883.991787|1947679.147389|0.36|0.91|1.52|1.91|2.01|1.78|0.38|0.97|1.07|1.07|0.97|0.97
