STD_YM|BLOCK_CD|X_COORD|Y_COORD|FLOW_POP_CNT_MON|FLOW_POP_CNT_TUS|FLOW_POP_CNT_WED|FLOW_POP_CNT_THU|FLOW_POP_CNT_FRI|FLOW_POP_CNT_SAT|FLOW_POP_CNT_SUN
202511|32010350100010000001|1000583.991787|1969379.147389|1.85|1.45|1.68|1.27|1.73|0|0
202511|32010350100010000001|1000583.991787|1969429.147389|1.22|1.19|1.12|1.17|1.3|0|0
202511|32010350100010000001|1000583.991787|1969529.147389|1.42|1.17|1.35|1.09|1.35|0|0
202511|32010350100010000001|1000583.991787|1969579.147389|0.18|0.2|0.18|0.41|0.38|0|0
202511|32010350100010000001|1000583.991787|1969629.147389|2.39|2.13|2.21|2.03|2.39|0|0
202511|32010350100010000001|1000583.991787|1969679.147389|4.45|4.09|3.81|4.04|4.83|0|0
202511|32010350100010000001|1000583.991787|1969779.147389|0.91|0.91|0.81|0.89|0.97|0.03|0.03
202511|32010350100010000001|1000583.991787|1969829.147389|0.08|0.1|0.08|0.1|0.1|0|0
202511|32010350100010000001|1000633.991787|1969179.147389|0.05|0.05|0.05|0.05|0.05|0|0
202511|32010350100010000001|1000633.991787|1969379.147389|1.91|1.47|1.7|1.3|1.75|0|0
202511|32010350100010000001|1000633.991787|1969529.147389|1.52|1.24|1.42|1.17|1.45|0|0
202511|32010350100010000001|1000633.991787|1969579.147389|4.29|3.33|3.56|3.33|3.28|0|0
202511|32010350100010000001|1000633.991787|1969679.147389|4.78|4.24|4.22|4.34|4.85|0|0
202511|32010350100010000001|1000633.991787|1969729.147389|1.45|1.17|1.19|1.17|1.27|0|0
202511|32010350100010000001|1000633.991787|1969929.147389|0.05|0.08|0.05|0.08|0.08|0|0
202511|32010350100010000001|1000633.991787|1970129.147389|0.1|0.08|0.1|0.1|0.13|0.08|0.05
202511|32010350100010000001|1000683.991787|1969279.147389|0.1|0.08|0.1|0.1|0.1|0|0
202511|32010350100010000001|1000683.991787|1969429.147389|0.58|0.61|0.58|0.58|0.61|0|0
202511|32010350100010000001|1000683.991787|1969479.147389|0.58|0.61|0.61|0.58|0.64|0|0
202511|32010350100010000001|1000683.991787|1969529.147389|0.84|0.89|0.89|0.86|0.91|0|0
202511|32010350100010000001|1000683.991787|1970029.147389|0.43|0.38|0.28|0.33|0.46|0|0
202511|32010350100010000001|1000683.991787|1970079.147389|0.33|0.3|0.2|0.25|0.36|0.03|0.03
202511|32010350100010000001|1000683.991787|1970129.147389|0.48|0.46|0.46|0.48|0.56|0|0
202511|32010350100010000001|1000733.991787|1969379.147389|0.51|0.53|0.53|0.51|0.56|0|0
202511|32010350100010000001|1000733.991787|1969579.147389|1.27|1.35|1.24|1.32|1.35|0|0
202511|32010350100010000001|1000733.991787|1969629.147389|1.52|1.37|1.09|1.32|1.45|0|0
202511|32010350100010000001|1000733.991787|1969929.147389|0.94|0.91|0.86|0.89|0.99|0|0
202511|32010350100010000001|1000733.991787|1970229.147389|0.03|0.03|0.03|0.03|0.05|0.13|0.13
202511|32010350100010000001|1000783.991787|1969529.147389|1.78|1.52|1.24|1.42|1.65|0|0
202511|32010350100010000001|1000783.991787|1969579.147389|9.37|7.44|7.42|7.98|9.35|0|0
202511|32010350100010000001|1000783.991787|1969629.147389|4.34|3.53|3.81|3.4|3.94|0|0
202511|32010350100010000001|1000783.991787|1970029.147389|0.99|0.91|0.66|0.79|1.07|0|0
202511|32010350100010000001|1000783.991787|1970279.147389|0.03|0.03|0.03|0.03|0.03|0.08|0.08
202511|32010350100010000001|1000833.991787|1969079.147389|0.03|0|0.03|0|0.03|0|0
202511|32010350100010000001|1000833.991787|1969129.147389|0.03|0.03|0.03|0.03|0.03|0|0
202511|32010350100010000001|1000833.991787|1969379.147389|0.97|0.79|0.91|0.74|0.91|0|0
202511|32010350100010000001|1000833.991787|1969429.147389|2.79|2.21|2.54|1.98|2.59|0|0
202511|32010350100010000001|1000833.991787|1969479.147389|6.68|5.61|6.02|5.49|6.35|0|0
202511|32010350100010000001|1000833.991787|1969529.147389|10.01|8.26|8.71|8|9.35|0|0
202511|32010350100010000001|1000833.991787|1969579.147389|11.51|9.5|9.8|9.58|9.96|0.03|0.03
202511|32010350100010000001|1000833.991787|1969629.147389|7.06|6.05|5.99|5.79|6.6|0.03|0.03
202511|32010350100010000001|1000833.991787|1969929.147389|1.96|1.75|1.35|1.57|1.98|0.03|0.03
202511|32010350100010000001|1000833.991787|1969979.147389|3.38|2.67|2.18|2.57|3.73|0|0
202511|32010350100010000001|1000833.991787|1970029.147389|6.55|5.13|4.42|4.67|6.93|0|0
202511|32010350100010000001|1000833.991787|1970079.147389|0.89|0.81|0.58|0.71|0.94|0|0
202511|32010350100010000001|1000833.991787|1970379.147389|0.03|0.03|0.03|0.03|0.03|0.08|0.08
202511|32010350100010000001|1000883.991787|1968579.147389|0.03|0.03|0.03|0.03|0.03|0|0
202511|32010350100010000001|1000883.991787|1969129.147389|0.03|0|0|0|0|0|0
202511|32010350100010000001|1000883.991787|1969229.147389|0|0|0|0|0|0.03|0.03
202511|32010350100010000001|1000883.991787|1969429.147389|0.99|0.81|0.94|0.76|0.94|0.05|0.05
202511|32010350100010000001|1000883.991787|1969479.147389|1.45|1.14|1.37|1.27|1.4|0|0
202511|32010350100010000001|1000883.991787|1969529.147389|9.6|8.05|8.51|7.85|9.09|0.03|0.03
202511|32010350100010000001|1000883.991787|1969579.147389|22.63|18.77|19.08|19.2|21.79|0.03|0.03
202511|32010350100010000001|1000883.991787|1969629.147389|11.63|9.73|10.08|9.73|10.64|0.08|0.08
202511|32010350100010000001|1000883.991787|1969679.147389|13.56|12.27|11.61|12.19|14.12|0.53|0.51
202511|32010350100010000001|1000883.991787|1969729.147389|1.65|1.42|1.17|1.35|1.55|0.13|0.15
202511|32010350100010000001|1000883.991787|1969779.147389|10.8|8.31|8.64|8.38|9.35|1.04|1.07
202511|32010350100010000001|1000883.991787|1969829.147389|2.03|1.85|1.6|1.75|1.98|0.18|0.18
202511|32010350100010000001|1000883.991787|1969879.147389|5.46|4.72|4.06|4.37|5.56|0.61|0.61
202511|32010350100010000001|1000883.991787|1969929.147389|7.77|6.6|5.89|6.12|8.46|0.18|0.18
202511|32010350100010000001|1000883.991787|1969979.147389|2.74|2.29|2.21|1.98|2.67|0.03|0.03
202511|32010350100010000001|1000883.991787|1970029.147389|0.97|0.71|0.58|0.56|1.17|0|0
202511|32010350100010000001|1000883.991787|1970079.147389|3.89|3|2.36|2.67|4.32|0|0
202511|32010350100010000001|1000883.991787|1970129.147389|1.52|1.19|1.09|0.99|1.65|0.05|0.03
202511|32010350100010000001|1000883.991787|1970379.147389|0|0|0|0|0|0.03|0.03
202511|32010350100010000001|1000883.991787|1970479.147389|0.03|0.03|0.03|0.03|0.03|0.2|0.23
202511|32010350100010000001|1000883.991787|1970529.147389|0.05|0.03|0.03|0.03|0.03|0.23|0.28
202511|32010350100010000001|1000933.991787|1969179.147389|0.13|0.1|0.1|0.1|0.13|1.04|0.97
202511|32010350100010000001|1000933.991787|1969229.147389|0.23|0.18|0.2|0.18|0.2|1.3|1.12
202511|32010350100010000001|1000933.991787|1969279.147389|0.18|0.18|0.18|0.15|0.18|1.02|0.89
202511|32010350100010000001|1000933.991787|1969329.147389|0.23|0.18|0.2|0.18|0.2|0.74|0.61
202511|32010350100010000001|1000933.991787|1969379.147389|1.96|1.65|1.73|1.65|1.93|2.49|2.36
202511|32010350100010000001|1000933.991787|1969429.147389|6.78|5.89|6.25|5.69|6.71|2.49|2.34
202511|32010350100010000001|1000933.991787|1969479.147389|5.79|4.78|5.03|4.62|5.41|0.36|0.33
202511|32010350100010000001|1000933.991787|1969529.147389|7.59|6.25|6.32|5.92|7.42|0.03|0.03
202511|32010350100010000001|1000933.991787|1969579.147389|7.72|6.53|6.76|6.32|7.34|0.03|0.03
202511|32010350100010000001|1000933.991787|1969629.147389|3.63|3.18|2.95|3.07|3.4|0.05|0.05
202511|32010350100010000001|1000933.991787|1969679.147389|12.29|10.87|11.2|10.49|12.47|0.53|0.51
202511|32010350100010000001|1000933.991787|1969729.147389|8.61|7.62|7.52|7.32|9.07|0.69|0.64
202511|32010350100010000001|1000933.991787|1969779.147389|6.35|4.85|4.57|4.67|5.77|0.81|0.79
202511|32010350100010000001|1000933.991787|1969829.147389|3.38|2.74|2.44|2.49|3.35|0.53|0.53
202511|32010350100010000001|1000933.991787|1969879.147389|4.95|4.22|3.68|3.91|5.23|0.69|0.69
202511|32010350100010000001|1000933.991787|1969929.147389|2.95|2.51|1.93|2.16|3.18|0.3|0.33
202511|32010350100010000001|1000933.991787|1970129.147389|1.04|1.04|1.19|1.22|1.88|0.03|0.03
202511|32010350100010000001|1000933.991787|1970179.147389|0.18|0.15|0.15|0.15|0.2|0.43|0.41
202511|32010350100010000001|1000933.991787|1970229.147389|0.18|0.15|0.15|0.15|0.2|0.58|0.56
202511|32010350100010000001|1000933.991787|1970279.147389|0.23|0.18|0.18|0.18|0.25|0.71|0.66
202511|32010350100010000001|1000933.991787|1970329.147389|0.1|0.08|0.08|0.08|0.13|0.51|0.48
202511|32010350100010000001|1000933.991787|1970379.147389|0.13|0.1|0.08|0.08|0.13|0.51|0.46
202511|32010350100010000001|1000933.991787|1970479.147389|0.03|0|0|0|0.03|0.08|0.05
202511|32010350100010000001|1000933.991787|1970579.147389|0.05|0.05|0.05|0.05|0.08|0.1|0.08
202511|32010350100010000001|1000933.991787|1970629.147389|1.17|1.02|0.97|0.99|1.3|3.05|2.72
202511|32010350100010000001|1000983.991787|1969129.147389|0.1|0.08|0.08|0.08|0.08|0.25|0.25
202511|32010350100010000001|1000983.991787|1969179.147389|0.23|0.18|0.18|0.15|0.18|1.4|1.32
202511|32010350100010000001|1000983.991787|1969229.147389|0.97|0.79|0.79|0.69|0.84|4.7|4.34
202511|32010350100010000001|1000983.991787|1969279.147389|1.35|1.19|1.42|1.17|1.37|6.05|5.26
202511|32010350100010000001|1000983.991787|1969329.147389|0.89|0.74|0.84|0.71|0.86|4.27|3.68
202511|32010350100010000001|1000983.991787|1969379.147389|2.51|2.21|2.29|2.16|2.54|13.89|13
202511|32010350100010000001|1000983.991787|1969429.147389|0.84|0.71|0.71|0.71|0.81|2.72|2.64
202511|32010350100010000001|1000983.991787|1969529.147389|5.44|4.5|4.72|4.34|5.08|0.33|0.33
202511|32010350100010000001|1000983.991787|1969579.147389|3.56|2.97|3.3|2.69|3.4|0|0
202511|32010350100010000001|1000983.991787|1969629.147389|2.57|2.11|1.96|2.06|2.29|0.05|0.05
202511|32010350100010000001|1000983.991787|1969679.147389|0.97|0.94|0.89|0.91|1.02|0.03|0.03
202511|32010350100010000001|1000983.991787|1969729.147389|0.97|0.94|0.86|0.91|1.02|0.03|0.03
202511|32010350100010000001|1000983.991787|1969779.147389|12.55|9.8|9.58|9.35|11.89|1.42|1.4
202511|32010350100010000001|1000983.991787|1969829.147389|12.5|9.86|9.53|9.35|12.07|1.27|1.19
202511|32010350100010000001|1000983.991787|1969879.147389|12.01|9.25|8.56|8.89|11.76|1.27|1.22
202511|32010350100010000001|1000983.991787|1969929.147389|11.51|8.97|8.89|8.61|10.52|1.17|1.19
202511|32010350100010000001|1000983.991787|1970179.147389|0.03|0.03|0.03|0.03|0.03|0.18|0.18
202511|32010350100010000001|1000983.991787|1970229.147389|0.18|0.15|0.15|0.15|0.2|0.58|0.53
202511|32010350100010000001|1000983.991787|1970279.147389|0.3|0.25|0.23|0.25|0.33|1.32|1.24
202511|32010350100010000001|1000983.991787|1970329.147389|0.41|0.33|0.33|0.33|0.43|1.7|1.6
202511|32010350100010000001|1000983.991787|1970379.147389|0.28|0.23|0.2|0.23|0.3|1.24|1.14
202511|32010350100010000001|1000983.991787|1970729.147389|2.16|1.98|1.98|2.06|2.36|2.24|1.8
202511|32010350100010000001|1001033.991787|1968979.147389|0.13|0.1|0.1|0.08|0.1|0|0
202511|32010350100010000001|1001033.991787|1969029.147389|0.2|0.15|0.15|0.15|0.18|0|0
202511|32010350100010000001|1001033.991787|1969179.147389|1.12|0.86|0.86|0.81|0.97|2.74|2.59
202511|32010350100010000001|1001033.991787|1969229.147389|2.29|1.88|1.93|1.73|2.21|6.88|6.22
202511|32010350100010000001|1001033.991787|1969279.147389|1.55|1.27|1.45|1.27|1.47|4.85|4.17
202511|32010350100010000001|1001033.991787|1969329.147389|1.07|0.84|0.97|0.76|0.99|3.33|2.69
202511|32010350100010000001|1001033.991787|1969379.147389|0|0|0|0.03|0|0.03|0
202511|32010350100010000001|1001033.991787|1969429.147389|0.61|0.51|0.53|0.53|0.58|5.11|4.95
202511|32010350100010000001|1001033.991787|1969479.147389|0.76|0.64|0.58|0.61|0.69|2.72|2.69
202511|32010350100010000001|1001033.991787|1969529.147389|1.22|1.02|0.94|0.99|1.09|0.48|0.46
202511|32010350100010000001|1001033.991787|1969579.147389|5.56|4.6|4.85|4.45|5.21|0|0
202511|32010350100010000001|1001033.991787|1969629.147389|1.07|0.86|0.99|0.81|1.02|0|0
202511|32010350100010000001|1001033.991787|1969729.147389|2.34|1.93|1.8|1.88|2.08|0.41|0.41
202511|32010350100010000001|1001033.991787|1969779.147389|9.37|7.29|6.71|6.93|9.12|1.07|1.02
202511|32010350100010000001|1001033.991787|1969829.147389|10.92|8.53|8.05|7.85|10.54|1.12|1.07
202511|32010350100010000001|1001033.991787|1969879.147389|8.36|6.63|6.12|6.58|8.1|0.97|0.97
202511|32010350100010000001|1001033.991787|1969929.147389|0.94|0.86|0.64|0.76|1.02|0.13|0.13
202511|32010350100010000001|1001033.991787|1970279.147389|0.28|0.25|0.23|0.23|0.3|1.3|1.19
202511|32010350100010000001|1001033.991787|1970329.147389|0.46|0.41|0.38|0.41|0.56|1.55|1.4
202511|32010350100010000001|1001033.991787|1970379.147389|0.41|0.33|0.33|0.33|0.43|1.42|1.32
202511|32010350100010000001|1001033.991787|1970629.147389|0.08|0.08|0.05|0.08|0.08|0.15|0.13
202511|32010350100010000001|1001033.991787|1970779.147389|0.69|0.53|0.43|0.41|0.86|0.97|0.94
