STD_YM|BLOCK_CD|X_COORD|Y_COORD|MAN_FLOW_POP_CNT_10G|MAN_FLOW_POP_CNT_20G|MAN_FLOW_POP_CNT_30G|MAN_FLOW_POP_CNT_40G|MAN_FLOW_POP_CNT_50G|MAN_FLOW_POP_CNT_60GU|WMAN_FLOW_POP_CNT_10G|WMAN_FLOW_POP_CNT_20G|WMAN_FLOW_POP_CNT_30G|WMAN_FLOW_POP_CNT_40G|WMAN_FLOW_POP_CNT_50G|WMAN_FLOW_POP_CNT_60GU
202508|11230510101020000001|956633.991787|1947479.147389|0|0.05|0.05|0.05|0.1|0.05|0|0.05|0.05|0.05|0.05|0.03
202508|11230510101020000001|956683.991787|1947429.147389|0|0.08|0.1|0.15|0.13|0.13|0.03|0.08|0.1|0.08|0.05|0.05
202508|11230510101020000001|956683.991787|1947479.147389|0.05|0.05|0.05|0.1|0.1|0.08|0.05|0.05|0.05|0.05|0.05|0.08
202508|11230510101020000001|956683.991787|1947579.147389|0|0.08|0.13|0.15|0.15|0.13|0|0.08|0.1|0.1|0.08|0.08
202508|11230510101020000001|956733.991787|1947379.147389|0.51|0.71|0.97|1.14|1.14|1.14|0.46|0.74|0.84|0.84|0.76|0.79
202508|11230510101020000001|956733.991787|1947429.147389|0|0.05|0.05|0.05|0.05|0.05|0|0.08|0.05|0.05|0.05|0.08
202508|11230510101020000001|956733.991787|1947479.147389|0|0.03|0.05|0.05|0.05|0.03|0|0.05|0.05|0.05|0.03|0
202508|11230510101020000001|956733.991787|1947529.147389|0|0.03|0.05|0.05|0.05|0.05|0|0.05|0.05|0.05|0.03|0
202508|11230510101020000001|956733.991787|1947579.147389|0|0.05|0.1|0.1|0.13|0.1|0|0.05|0.05|0.05|0.05|0.05
202508|11230510101020000001|956733.991787|1947629.147389|0|0.08|0.1|0.1|0.1|0.1|0|0.08|0.08|0.05|0.05|0.05
202508|11030740510010000001|956733.991787|1947679.147389|0.08|0.13|0.15|0.2|0.18|0.13|0.08|0.13|0.13|0.1|0.1|0.08
202508|11230510101020000001|956783.991787|1947329.147389|0.15|0.25|0.43|0.56|0.56|0.51|0.15|0.3|0.38|0.36|0.28|0.25
202508|11230510101020000001|956783.991787|1947379.147389|0|0.05|0.1|0.1|0.1|0.05|0|0.1|0.1|0.05|0.05|0.05
202508|11230510101020000001|956783.991787|1947479.147389|0|0.03|0.05|0.05|0.05|0|0|0.03|0.03|0.03|0|0
202508|11230510101020000001|956783.991787|1947529.147389|0|0.08|0.13|0.15|0.18|0.13|0.03|0.1|0.1|0.1|0.1|0.08
202508|11230510101020000001|956783.991787|1947579.147389|0|0.05|0.05|0.08|0.1|0.05|0|0.05|0.05|0.05|0.05|0.03
202508|11230510101020000001|956783.991787|1947679.147389|0.08|0.15|0.25|0.33|0.33|0.33|0.08|0.13|0.15|0.18|0.15|0.13
202508|11230510101020000001|956783.991787|1947729.147389|0|0.03|0.05|0.05|0.05|0|0|0.03|0.05|0.03|0|0
202508|11230510101020000001|956833.991787|1947279.147389|0.08|0.18|0.3|0.3|0.28|0.23|0.08|0.15|0.2|0.2|0.15|0.13
202508|11230510101020000001|956833.991787|1947329.147389|0.1|0.23|0.41|0.46|0.41|0.33|0.13|0.2|0.28|0.28|0.2|0.18
202508|11230510101020000001|956833.991787|1947379.147389|0|0.03|0.05|0.05|0.03|0|0|0.03|0.05|0|0|0
202508|11230510101020000001|956833.991787|1947429.147389|0|0.08|0.1|0.1|0.1|0.1|0|0.13|0.1|0.1|0.08|0.08
202508|11230510101020000001|956833.991787|1947479.147389|0.08|0.13|0.2|0.25|0.23|0.2|0.08|0.15|0.15|0.15|0.13|0.13
202508|11230510101020000001|956833.991787|1947529.147389|0|0.05|0.05|0.1|0.1|0.05|0|0.05|0.05|0.05|0.05|0.03
202508|11230510101020000001|956833.991787|1947579.147389|0.08|0.2|0.3|0.36|0.36|0.28|0.08|0.23|0.23|0.2|0.18|0.15
202508|11230510101020000001|956833.991787|1947629.147389|0|0.08|0.15|0.2|0.2|0.18|0.03|0.08|0.1|0.1|0.1|0.08
202508|11230510101020000001|956833.991787|1947679.147389|0.03|0.08|0.15|0.2|0.23|0.18|0.03|0.1|0.1|0.1|0.1|0.1
202508|11230510101020000001|956833.991787|1947729.147389|0.36|0.84|1.35|1.7|1.8|1.65|0.38|0.86|0.99|1.02|0.86|0.86
202508|11230510101020000001|956833.991787|1947779.147389|1.47|3.48|5.31|6.25|6.27|5.99|1.5|3.51|4.04|3.89|3.43|3.86
202508|11230510101020000001|956883.991787|1947229.147389|0.69|0.94|1.4|1.75|1.91|1.78|0.76|1.12|1.12|1.14|0.97|1.07
202508|11230510101020000001|956883.991787|1947279.147389|0.48|0.94|1.47|1.83|1.91|1.75|0.43|0.89|1.04|1.14|1.04|1.02
202508|11230510101020000001|956883.991787|1947329.147389|0.38|0.61|0.86|1.12|1.14|1.19|0.36|0.61|0.69|0.74|0.69|0.79
202508|11230510101020000001|956883.991787|1947379.147389|0.25|0.53|0.81|1.04|1.09|1.07|0.28|0.56|0.64|0.61|0.56|0.56
202508|11230510101020000001|956883.991787|1947429.147389|0.15|0.25|0.36|0.46|0.43|0.41|0.15|0.25|0.28|0.28|0.23|0.2
202508|11230510101020000001|956883.991787|1947479.147389|0.15|0.25|0.36|0.41|0.38|0.38|0.18|0.25|0.28|0.28|0.23|0.25
202508|11230510101020000001|956883.991787|1947529.147389|0.15|0.25|0.36|0.41|0.43|0.38|0.15|0.28|0.28|0.3|0.23|0.23
202508|11230510101020000001|956883.991787|1947579.147389|0.03|0.08|0.15|0.15|0.18|0.18|0.03|0.1|0.1|0.1|0.1|0.08
202508|11230510101020000001|956883.991787|1947629.147389|0|0.08|0.1|0.1|0.15|0.1|0.03|0.1|0.08|0.1|0.08|0.05
202508|11230510101020000001|956883.991787|1947679.147389|0.48|1.14|1.78|2.21|2.29|2.08|0.53|1.19|1.32|1.32|1.14|1.12
202508|11230510101020000001|956883.991787|1947729.147389|1.27|2.92|4.47|5.36|5.46|5.16|1.4|3.07|3.43|3.3|2.87|3.15
202508|11230510101020000001|956883.991787|1947779.147389|1.85|4.55|6.86|7.87|8.05|7.9|2.03|4.7|5.23|4.85|4.29|4.85
202508|11230510101020000001|956883.991787|1947829.147389|1.32|3.12|4.72|5.61|5.79|5.69|1.55|3.28|3.53|3.4|2.95|3.3
202508|11230510101020000001|956933.991787|1947229.147389|0.89|1.73|2.67|3.28|3.38|2.87|0.94|1.91|2.11|2.08|1.7|1.5
202508|11230510101020000001|956933.991787|1947279.147389|0.61|1.27|1.96|2.46|2.62|2.39|0.64|1.42|1.45|1.55|1.4|1.37
202508|11230510101020000001|956933.991787|1947329.147389|0.1|0.25|0.41|0.48|0.48|0.41|0.13|0.23|0.28|0.3|0.23|0.18
202508|11230510101020000001|956933.991787|1947379.147389|0.08|0.23|0.38|0.48|0.56|0.46|0.1|0.3|0.33|0.3|0.28|0.25
202508|11230510101020000001|956933.991787|1947429.147389|0.08|0.2|0.3|0.36|0.38|0.3|0.13|0.25|0.25|0.25|0.2|0.2
202508|11230510101020000001|956933.991787|1947479.147389|0.15|0.2|0.33|0.41|0.43|0.43|0.15|0.25|0.28|0.25|0.23|0.25
202508|11230510101020000001|956933.991787|1947529.147389|0.15|0.25|0.36|0.46|0.48|0.51|0.15|0.3|0.28|0.3|0.28|0.28
202508|11230510101020000001|956933.991787|1947579.147389|0.23|0.43|0.61|0.76|0.76|0.74|0.3|0.51|0.48|0.51|0.43|0.46
202508|11230510101020000001|956933.991787|1947629.147389|0.58|1.09|1.68|2.06|2.08|1.93|0.61|1.14|1.27|1.3|1.12|1.19
202508|11230510101020000001|956933.991787|1947679.147389|1.07|2.54|3.94|4.57|4.62|4.47|1.19|2.69|3|2.84|2.44|2.74
202508|11230510101020000001|956933.991787|1947729.147389|0.56|1.45|2.21|2.59|2.72|2.54|0.69|1.57|1.7|1.6|1.35|1.4
202508|11230510101020000001|956933.991787|1947779.147389|0.15|0.46|0.69|0.84|0.84|0.74|0.18|0.53|0.53|0.51|0.41|0.43
202508|11230510101020000001|956933.991787|1947829.147389|0.3|0.66|0.97|1.19|1.24|1.24|0.36|0.71|0.71|0.71|0.64|0.66
202508|11230510101020000001|956933.991787|1947879.147389|0.33|0.81|1.17|1.32|1.3|1.22|0.38|0.81|0.89|0.84|0.69|0.69
