STD_YM|BLOCK_CD|X_COORD|Y_COORD|TMST_00|TMST_01|TMST_02|TMST_03|TMST_04|TMST_05|TMST_06|TMST_07|TMST_08|TMST_09|TMST_10|TMST_11|TMST_12|TMST_13|TMST_14|TMST_15|TMST_16|TMST_17|TMST_18|TMST_19|TMST_20|TMST_21|TMST_22|TMST_23
202510|32010350100010000001|1000583.991787|1969379.147389|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.05|0.08|0.1|0.13|0.1|0.1|0.13|0.1|0.13|0.1|0.08|0.05|0.05|0.05|0.05|0.03|0.03
202510|32010350100010000001|1000583.991787|1969429.147389|0.03|0.03|0|0|0|0.03|0.03|0.03|0.05|0.08|0.1|0.13|0.13|0.15|0.15|0.13|0.13|0.1|0.05|0.05|0.03|0.03|0.03|0.03
202510|32010350100010000001|1000583.991787|1969529.147389|0.03|0|0|0|0|0|0.03|0.05|0.08|0.08|0.13|0.13|0.1|0.1|0.1|0.13|0.1|0.1|0.08|0.05|0.05|0.05|0.05|0.03
202510|32010350100010000001|1000583.991787|1969579.147389|0|0|0|0|0|0|0|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0|0|0|0|0
202510|32010350100010000001|1000583.991787|1969629.147389|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.05|0.13|0.15|0.18|0.23|0.2|0.23|0.23|0.23|0.2|0.18|0.13|0.1|0.08|0.08|0.05|0.05
202510|32010350100010000001|1000583.991787|1969679.147389|0.05|0.03|0|0|0|0|0.05|0.08|0.15|0.2|0.28|0.3|0.3|0.36|0.38|0.36|0.36|0.28|0.2|0.13|0.13|0.1|0.08|0.08
202510|32010350100010000001|1000583.991787|1969779.147389|0.03|0.03|0|0|0|0|0.03|0.03|0.05|0.05|0.08|0.08|0.1|0.1|0.1|0.1|0.08|0.08|0.05|0.03|0.03|0.03|0.03|0.03
202510|32010350100010000001|1000633.991787|1969379.147389|0.03|0.03|0.03|0.03|0.03|0.03|0.03|0.05|0.08|0.1|0.13|0.1|0.1|0.13|0.1|0.13|0.13|0.08|0.05|0.05|0.05|0.05|0.05|0.03
202510|32010350100010000001|1000633.991787|1969529.147389|0.03|0|0|0|0|0.03|0.03|0.05|0.08|0.1|0.13|0.13|0.1|0.13|0.1|0.13|0.1|0.1|0.08|0.05|0.05|0.05|0.05|0.03
202510|32010350100010000001|1000633.991787|1969579.147389|0.05|0.03|0.03|0.03|0|0.03|0.05|0.1|0.18|0.25|0.36|0.33|0.3|0.3|0.41|0.41|0.43|0.38|0.23|0.18|0.15|0.13|0.1|0.08
